iter	Passed	Remaining
170	779	2412
171	783	2405
172	787	2398
173	791	2392
174	795	2385
175	799	2379
176	802	2372
177	806	2366
178	810	2359
179	814	2353
180	818	2346
181	822	2340
182	826	2334
183	829	2327
184	833	2321
185	837	2315
186	841	2309
187	855	2330
188	863	2334
189	867	2329
190	872	2325
191	878	2325
192	884	2323
193	892	2327
194	897	2323
195	902	2319
196	906	2314
197	910	2309
198	915	2304
199	919	2298
200	923	2293
201	927	2287
202	932	2282
203	936	2276
204	940	2270
205	944	2264
206	948	2258
207	952	2252
208	956	2246
209	960	2240
210	964	2234
211	968	2228
212	971	2222
213	975	2216
214	979	2209
215	983	2203
216	987	2197
217	991	2191
218	994	2185
219	998	2179
220	1002	2173
221	1006	2167
222	1010	2161
223	1014	2156
224	1018	2151
225	1022	2145
226	1026	2139
227	1030	2133
228	1034	2127
229	1038	2122
230	1042	2116
231	1046	2110
232	1050	2105
233	1054	2099
234	1058	2093
235	1061	2087
236	1065	2081
237	1069	2075
238	1072	2069
239	1076	2063
240	1080	2057
241	1084	2051
242	1091	2052
243	1097	2050
244	1102	2047
245	1107	2043
246	1113	2043
247	1118	2037
248	1122	2032
249	1128	2031
250	1133	2026
251	1138	2024
252	1144	2021
253	1148	2016
254	1152	2010
255	1155	2004
256	1159	1999
257	1163	1993
258	1167	1987
259	1171	1982
260	1175	1976
261	1178	1970
262	1184	1967
263	1189	1964
264	1195	1962
265	1199	1956
266	1202	1950
267	1208	1947
268	1213	1944
269	1217	1939
270	1221	1933
271	1225	1928
272	1229	1922
273	1233	1917
274	1237	1911
275	1240	1906
276	1244	1900
277	1248	1895
278	1252	1889
279	1256	1884
280	1260	1879
281	1264	1873
282	1268	1868
283	1272	1863
284	1275	1857
285	1279	1852
286	1283	1847
287	1287	1841
288	1291	1836
289	1295	1831
290	1299	1826
291	1303	1820
292	1306	1815
293	1310	1809
294	1314	1804
295	1318	1799
296	1322	1794
297	1326	1789
298	1330	1784
299	1334	1778
300	1337	1773
301	1341	1768
302	1345	1762
303	1349	1757
304	1352	1752
305	1356	1746
306	1360	1741
307	1364	1736
308	1368	1731
309	1371	1726
310	1375	1721
311	1379	1715
312	1383	1710
313	1387	1705
314	1390	1699
315	1394	1694
316	1398	1689
317	1402	1684
318	1406	1679
319	1409	1674
320	1413	1669
321	1417	1664
322	1421	1659
323	1425	1654
324	1429	1649
325	1433	1644
326	1436	1638
327	1440	1633
328	1444	1628
329	1448	1624
330	1452	1619
331	1456	1614
332	1460	1609
333	1463	1604
334	1467	1599
335	1471	1594
336	1475	1589
337	1479	1584
338	1483	1579
339	1487	1574
340	1491	1570
341	1495	1565
342	1499	1560
343	1503	1555
344	1507	1551
345	1511	1546
346	1515	1541
347	1519	1536
348	1523	1531
349	1527	1527
350	1531	1522
351	1535	1517
352	1539	1512
353	1542	1508
354	1546	1503
355	1550	1498
356	1554	1493
357	1558	1488
358	1562	1483
359	1566	1479
360	1570	1474
361	1573	1469
362	1578	1465
363	1582	1460
364	1586	1455
365	1589	1450
366	1593	1446
367	1597	1441
368	1601	1436
369	1605	1431
370	1609	1427
371	1613	1422
372	1617	1417
373	1621	1413
374	1624	1408
375	1628	1403
376	1632	1398
377	1636	1394
378	1640	1389
379	1644	1384
380	1648	1380
381	1652	1375
382	1656	1371
383	1660	1366
384	1664	1361
385	1668	1357
386	1672	1352
387	1676	1348
388	1680	1343
389	1684	1338
390	1688	1334
391	1692	1329
392	1696	1324
393	1700	1320
394	1704	1316
395	1708	1311
396	1712	1306
397	1716	1302
398	1720	1297
399	1724	1293
400	1728	1288
401	1732	1284
402	1736	1279
403	1740	1274
404	1744	1270
405	1748	1265
406	1752	1261
407	1756	1256
408	1760	1252
409	1763	1247
410	1767	1243
411	1772	1238
412	1776	1234
413	1779	1229
414	1783	1224
415	1787	1220
416	1791	1215
417	1795	1211
418	1799	1206
419	1803	1202
420	1806	1197
421	1811	1193
422	1815	1188
423	1819	1184
424	1825	1181
425	1829	1176
426	1833	1172
427	1837	1167
428	1841	1163
429	1846	1159
430	1850	1154
431	1854	1150
432	1858	1145
433	1862	1141
434	1866	1136
435	1870	1132
436	1873	1127
437	1877	1123
438	1881	1118
439	1885	1114
440	1889	1109
441	1893	1105
442	1897	1100
443	1901	1096
444	1904	1091
445	1908	1087
446	1912	1082
447	1916	1077
448	1920	1073
449	1924	1068
450	1927	1064
451	1932	1060
452	1935	1055
453	1939	1051
454	1943	1046
455	1947	1042
456	1951	1037
457	1955	1033
458	1958	1028
459	1962	1023
460	1966	1019
461	1970	1014
462	1974	1010
463	1978	1006
464	1981	1001
465	1985	997
466	1989	992
467	1993	988
468	1997	983
469	2001	979
470	2005	974
471	2008	970
472	2012	965
473	2016	961
474	2020	956
475	2024	952
476	2027	948
477	2031	943
478	2035	939
479	2039	934
480	2043	930
481	2047	925
482	2050	921
483	2054	916
484	2058	912
485	2062	908
486	2066	903
487	2070	899
488	2076	895
489	2080	891
490	2083	887
491	2087	882
492	2091	878
493	2095	873
494	2099	869
495	2103	864
496	2106	860
497	2110	856
498	2114	851
499	2118	847
500	2122	843
501	2126	838
502	2130	834
503	2134	829
504	2138	825
505	2142	821
506	2145	816
507	2149	812
508	2153	808
509	2157	803
510	2161	799
511	2165	794
512	2168	790
513	2172	786
514	2176	781
515	2180	777
516	2184	773
517	2188	768
518	2191	764
519	2195	760
520	2199	755
521	2203	751
522	2207	747
523	2211	742
524	2214	738
525	2218	734
526	2222	729
527	2226	725
528	2230	720
529	2234	716
530	2237	712
531	2241	707
532	2245	703
533	2249	699
534	2253	694
535	2257	690
536	2261	686
537	2264	682
538	2268	677
539	2272	673
540	2276	669
541	2280	664
542	2284	660
543	2288	656
544	2292	652
545	2296	647
546	2300	643
547	2304	639
548	2307	634
549	2312	630
550	2316	626
551	2319	622
552	2324	617
553	2328	613
554	2332	609
555	2335	604
556	2339	600
557	2343	596
558	2347	592
559	2351	587
560	2355	583
561	2359	579
562	2363	575
563	2367	570
564	2371	566
565	2375	562
566	2379	558
567	2383	553
568	2386	549
569	2390	545
570	2394	541
571	2398	536
572	2402	532
573	2406	528
574	2409	523
575	2414	519
576	2417	515
577	2421	511
578	2425	506
579	2429	502
580	2433	498
581	2437	494
582	2441	489
583	2445	485
584	2449	481
585	2453	477
586	2457	473
587	2461	468
588	2465	464
589	2468	460
590	2473	456
591	2477	451
592	2481	447
593	2484	443
594	2488	439
595	2492	434
596	2496	430
597	2500	426
598	2504	422
599	2508	418
600	2511	413
601	2515	409
602	2519	405
603	2523	401
604	2527	396
605	2530	392
606	2534	388
607	2539	384
608	2542	379
609	2546	375
610	2550	371
611	2554	367
612	2558	363
613	2562	358
614	2565	354
615	2569	350
616	2573	346
617	2577	341
618	2581	337
619	2585	333
620	2589	329
621	2593	325
622	2597	321
623	2601	316
624	2605	312
625	2609	308
626	2612	304
627	2617	300
628	2620	295
629	2624	291
630	2628	287
631	2632	283
632	2637	279
633	2641	274
634	2645	270
635	2649	266
636	2653	262
637	2657	258
638	2660	254
639	2664	249
640	2668	245
641	2672	241
642	2676	237
643	2680	233
644	2684	228
645	2688	224
646	2692	220
647	2695	216
648	2699	212
649	2703	207
650	2707	203
651	2711	199
652	2715	195
653	2719	191
654	2723	187
655	2727	182
656	2730	178
657	2734	174
658	2738	170
659	2742	166
660	2746	162
661	2750	157
662	2754	153
663	2758	149
664	2761	145
665	2766	141
666	2770	137
667	2774	132
668	2778	128
669	2782	124
670	2786	120
671	2790	116
672	2793	112
673	2797	107
674	2804	103
675	2809	99
676	2813	95
677	2817	91
678	2821	87
679	2825	83
680	2829	78
681	2833	74
682	2837	70
683	2840	66
684	2844	62
685	2848	58
686	2852	53
687	2856	49
688	2860	45
689	2864	41
690	2867	37
691	2871	33
692	2875	29
693	2879	24
694	2883	20
695	2887	16
696	2890	12
697	2894	8
698	2898	4
699	2902	0
