iter	Logloss
188	0.2584384316
189	0.2577162072
190	0.2566460975
191	0.2552109012
192	0.254554238
193	0.2534022705
194	0.252304817
195	0.2517092087
196	0.2510190522
197	0.2499381106
198	0.2493166732
199	0.2485684721
200	0.2476323947
201	0.2469126217
202	0.2459089883
203	0.2451309563
204	0.2449680517
205	0.2441381136
206	0.2436313283
207	0.2434112478
208	0.2424371199
209	0.2411616466
210	0.2401579955
211	0.2392939039
212	0.2382929757
213	0.238234393
214	0.2373464663
215	0.2363872244
216	0.2352595313
217	0.2345983798
218	0.2335511944
219	0.2327010155
220	0.23156498
221	0.2310870224
222	0.2302946561
223	0.2298282164
224	0.2289282398
225	0.2282686789
226	0.227828515
227	0.2273093231
228	0.226428219
229	0.2258840792
230	0.2251539951
231	0.2244530204
232	0.2234012911
233	0.2226472441
234	0.221881319
235	0.2209815031
236	0.2200976878
237	0.2190982871
238	0.2186466767
239	0.2180202863
240	0.217476834
241	0.2167669853
242	0.2157106703
243	0.2148083544
244	0.2144348379
245	0.2139246006
246	0.2131843542
247	0.2127643448
248	0.2122049756
249	0.2116663804
250	0.2111865758
251	0.2105882818
252	0.2098108774
253	0.2088742211
254	0.207841406
255	0.2077465515
256	0.2073802818
257	0.206610677
258	0.2061179335
259	0.2054520644
260	0.2050820343
261	0.204743167
262	0.2043954601
263	0.2037609245
264	0.203190447
265	0.2026991524
266	0.2022443015
267	0.201568486
268	0.201253762
269	0.2006687752
270	0.1995611682
271	0.1991753999
272	0.1986857256
273	0.1979796716
274	0.197415554
275	0.1968437589
276	0.1961210746
277	0.1957103049
278	0.1952045702
279	0.1948010165
280	0.1940995992
281	0.1934273429
282	0.1928220374
283	0.1919694046
284	0.1915046912
285	0.191013077
286	0.1906347361
287	0.1900653732
288	0.1896927689
289	0.1894246228
290	0.1891921652
291	0.1887809306
292	0.1882858331
293	0.1876700866
294	0.186844033
295	0.1868127663
296	0.1861001131
297	0.1854556715
298	0.1848963162
299	0.1842248959
300	0.1837624315
301	0.1832239705
302	0.1829094852
303	0.1820946383
304	0.18174475
305	0.1812935678
306	0.1806843573
307	0.1798604947
308	0.1792716238
309	0.1788377869
310	0.1784302412
311	0.1779700261
312	0.1775014101
313	0.1770445574
314	0.1764997968
315	0.1757295333
316	0.1750803081
317	0.1746316497
318	0.1742001025
319	0.1737255752
320	0.1733925348
321	0.1728587034
322	0.1724753963
323	0.1722150022
324	0.171566436
325	0.1708952584
326	0.1705903512
327	0.1701949596
328	0.1696510667
329	0.1693384649
330	0.1690175994
331	0.168748795
332	0.1684284468
333	0.1675377321
334	0.1670704508
335	0.1668754652
336	0.1663070538
337	0.1657142459
338	0.1654112928
339	0.1650916042
340	0.1644920185
341	0.1641313328
342	0.1638624608
343	0.163579128
344	0.1632804459
345	0.1625331234
346	0.1622309758
347	0.1618196927
348	0.1614473933
349	0.1610422425
350	0.1607839297
351	0.1604763481
352	0.1600701431
353	0.1597056137
354	0.1592478452
355	0.1587407678
356	0.1583549939
357	0.1579345334
358	0.1576339785
359	0.1572887362
360	0.1568768869
361	0.1564644161
362	0.1558021486
363	0.1553180839
364	0.1548408342
365	0.1542526745
366	0.1538424348
367	0.1532503955
368	0.1528356523
369	0.152559869
370	0.1522856882
371	0.1518197456
372	0.1514769461
373	0.1511659805
374	0.1508208361
375	0.1504227778
376	0.1501402667
377	0.1498219492
378	0.1492768399
379	0.1489542187
380	0.1486265507
381	0.1483308815
382	0.148007174
383	0.1476410765
384	0.1470111696
385	0.1466458556
386	0.1463780032
387	0.1458508757
388	0.1454379974
389	0.1451304899
390	0.1448425542
391	0.1446114687
392	0.1442083073
393	0.1439447825
394	0.1436875775
395	0.1432527173
396	0.1428463558
397	0.1423247789
398	0.1420670257
399	0.1416282693
